Product URLs
https://www.tatacliq.com/vark-by-westside-pink-embroidered-halter-neck-top/p-mp000000024408650
https://www.tatacliq.com/vark-by-westside-lime-green-embellished-halter-neck-top/p-mp000000024716973
https://www.tatacliq.com/vark-by-westside-off-white-floral-embroidered-halter-neck-top/p-mp000000025311827
https://www.tatacliq.com/forever-21-white-printed-top/p-mp000000009454130
https://www.tatacliq.com/vark-by-westside-beige-embellished-halter-neck-top/p-mp000000024408645
https://www.tatacliq.com/lafaani-kora-black-sonder-halter-neck-blouse-side-slit-pants/p-mp000000018903177
https://www.tatacliq.com/forever-21-salmon-printed-top/p-mp000000009454135
https://www.tatacliq.com/cover-story-pink-printed-top/p-mp000000008441794
https://www.tatacliq.com/solly-by-allen-solly-pink-regular-fit-top/p-mp000000009332706
https://www.tatacliq.com/lafaani-kora-sonder-halter-neck-blouse/p-mp000000018817188
https://www.tatacliq.com/okhai-white-pure-cotton-hand-embroidered-blouse/p-mp000000024430669
https://www.tatacliq.com/vark-by-westside-black-floral-embellished-halter-neck-top/p-mp000000024716965
https://www.tatacliq.com/solly-by-allen-solly-maroon-regular-fit-top/p-mp000000009332687
https://www.tatacliq.com/vark-by-westside-mauve-floral-embroidered-halter-neck-top/p-mp000000025311933
https://www.tatacliq.com/vark-by-westside-off-white-embroidered-halter-neck-top/p-mp000000024408638
https://www.tatacliq.com/vark-by-westside-pink-floral-embroidered-halter-neck-top/p-mp000000024416871
